"filename","case_study","authors","topic","subsection","question_id","question","A","B","C","D","E","F","G","H","I","J","K","L","other","description","dont_know","not_relevant","info_quality","notes","extra","extra.1"
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Governance context","2.3.3.","2.3.3.1.","What is the nature of governance arrangements?
A. Top-down
B. Community-based (e.g. LMMA, TURF)
C. Co-management
D. Traditional/customary (e.g. ICCA)
E. Other (please specify):","a","b","c","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Each community has a different regime, primarily LMMA (which is co-management here), MNP, and traditional.",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Governance context","2.3.4.","2.3.4.1.","Who is involved in governance?
A. Multinational fishery management body
B. National government agencies
C. Regional (State, Province, Prefecture, etc.) government agencies
D. Municipal/local government agencies
E. Individual harvesters or harvester associations
F. Dealers, processors or their associations
G. Shoreside businesses
H. Environmental NGOs
I. Community organizations
J. Other (please specify):",NA,"b",NA,NA,"e",NA,NA,"h","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Governance context","2.3.5.","2.3.5.1.","Do Financial Resources confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unsure",NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Governance context","2.3.5.","2.3.5.2.","Do Human Resources confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unsure",NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Governance context","2.3.5.","2.3.5.3.","Do Social Factors (trust, social networks) confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Governance context","2.3.5.","2.3.5.4.","Does Scientific Competency confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haven't seen any of this here unfortunately...",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Governance context","2.3.5.","2.3.5.5.","Do Other factors (please specify) confer or limit the capacity to effectively participate in the governance system? Please describe; note whether your selection pertain to particular groups selected above
A. Confers
B. Limits
C. Neither confers or limits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Governance context","2.3.6.","2.3.6.1.","Is power in the governance system related to religion, gender, ethnic origin, political party, language, race or sexual orientation?
A. Yes, please describe:
B. No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This is such an interesting question and I need to think more about this",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Governance context","2.3.7.","2.3.7.1.","Do power relations cause tension within the fishery?
A. Yes, please describe:
B. No","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"There are fisheries co-ops set up by WCS for co-management. These co-ops are seen as political and definitely cause tension locally.",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.1.","2.4.1.1.","Does a management plan exist for this fishery?
A. Yes, please describe:
B. No","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I can send along documentation but all LMMAs have management plans",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.2.","2.4.2.1","Who is involved in the management process?
A. Multinational fishery management body
B. National government agencies
C. Regional government agencies (State, Province, Prefecture, etc.)
D. Municipal/local government agencies
E. Idividual harvesters or harvester associations
F. Dealers, processors or their associations
G. Shoreside businesses
H. Environmental NGOs
I. Community organizations
J. Other (please specify):",NA,"b",NA,NA,NA,NA,NA,"h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.3.","2.4.3.1.","Who plays the following roles in the fishery management process? (Each may include multiple actors.) Please add other roles important to fisheries management in your case.
A. Determining access and harvest rights
B. Determining harvest procedures and rules
C. Enforcing rules
D. Monitoring fishery activities (e.g., catch)
E. Providing scientific information
F. Other (please specify):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great question! I will need to do more research on this.",NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.4.","2.4.4.1.","What are the tools used to control catch? (please check all that apply)
A. None specific to this fishery
B. Total allowable catch limit
C. Individual catch limit
D. Total allowable effort limit
E. Individual effort limit
F. Size limits
G. Spatial restrictions on fishing
H. Temporal restrictions on fishing
I. Gear restrictions
J. Species restrictions
K. Other (please specify):",NA,NA,NA,NA,NA,NA,"g",NA,"i",NA,NA,NA,"For some reason I can't put a J in J, but there are definitely species restrictions for sharks and sea turtles, though they are still heavily targeted.",NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.5.","2.4.5.1.","What measures are taken to conserve habitats?
A. None specific to this fishery
B. Gear restrictions
C. Season closure
D. Year-round no-take zones
E. Seasonal no-take zones
F. Other (please specify):",NA,"b",NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.6.","2.4.6.1.","Are management enforced, and if so, how?
A. Not routinely enforced
B. Fines and penalty fees
C. Revocation of access and harvest rights
D. Social ostracism
E. Other (please specify):
","a","b","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.7.","2.4.7.1.","What fishery dependent data are collected to support management?
A. Landed volume
B. Discard volume
C. Landed value
D. Size
E. Other (please specify):","a",NA,"c","d",NA,NA,NA,NA,NA,NA,NA,NA,"I've collected landed volume, value, and size of species. I don't think discards exist in this region.... I've never seen anything discarded.",NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.7.","2.4.7.2.","Who collects and reports the fishery dependent data?
A. National government agencies
B. Regional (State, Province, Prefecture, etc.) government agencies
C. Municipal/local government agencies
D. Individual harvesters or harvester associations
E. Dealers, processors or their associations
F. Environmental NGOs
G. Community organizations
H. Other (please specify):",NA,NA,NA,NA,NA,NA,NA,"h",NA,NA,NA,NA,"My research team",NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.7.","2.4.7.3.","Are fishery-independent data (e.g., trawl survey) collected to support management?
A. Yes
B. No","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WCS has done some underwater survey work, though it is not shared.",NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.7.","2.4.7.4.","Who collects fishery-independent data?
A. National government agencies
B. Regional (State, Province, Prefecture, etc.) government agencies
C. Municipal/local government agencies
D. Idividual harvesters or harvester associations
E. Dealers, processors or their associations
F. Environmental NGOs
G. Community organizations
H. Universities and/or other scientific organizations
I. Other (please specify):",NA,NA,NA,NA,NA,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.7.","2.4.7.5.","How often are fishery-independent data collected?
A. Seasonal (2 ~ 4 times a year)
B. Annual 
C. Every 2 ~ 5 years
D. Undermined frequency
E. Other (please specify):",NA,NA,NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.7.","2.4.7.6.","Are environmental data collected to support management?
A. No
B. Yes, in situ samples
C. Yes, from buoys
D. Yes, from remote sensing
E. Yes, other (please specify):","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.7.","2.4.7.7.","Who collects and manages environmental data?
A. National government agencies
B. Municipal/local government agencies
C. Individual harvesters or harvester associations
D. Dealers, processors or their associations
E. Environmental NGOs
F. Community Regional (State, Province, Prefectures, etc.)
G. Universities and/or other scientific organizations
H. Other (please specify):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.8.","2.4.8.1.","What are the general types of information sources used to manage the fishery?
A. Local knowledge
B. Scientific observation
C. Stock assessment process
D. Other (please specify):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would say that to date it is a fairly unscientific process that involves national policy implementation/coercion on local communities without directly assessing the status of community fisheries...",NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.9.","2.4.9.1.","How is stock size tracked? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It's not",NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.9.","2.4.9.2.","If stock assessments are in place, what types are used and who conducts them? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Management context","2.4.9.","2.4.9.3.","If stock assessments are not in place, are data synthesized in any manner to track stock size trends or status? If so, who conducts the synthesis? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Shocks and system response","2.5.1.","2.5.1.1.","Has the system experienced any major shocks in the last 20 years (detrimental or beneficial)?
A. No shocks
B. Environmental shocks (e.g. coral bleaching event, marine heatwave, king tide flooding or sea level rise, predator or invasive species outbreaks, disease events, typhoon/hurricane/cyclones, earthquake/tsunami, volcano, pollution, oil spills, nuclear disaster)
C. Governance/management shocks (e.g. change in political/ruling party, change in fishery management structure, change in management approach)
D. Socioeconomic shocks (e.g. military conflicts, public health crises, recessions, major supply chain disruptions)
E. Other (please specify):",NA,"b","c","d",NA,NA,NA,NA,NA,NA,NA,NA,"Coral destruction from cyclones; new LMMA implementations; severe SES shocks from political coups and the vagaries of cash crop pricing.",NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Shocks and system response","2.5.2.","2.5.2.1.","Please identify the most important shocks (of any type) experienced in the system that have shaped its current structure, status, and capacities. Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See above",NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Shocks and system response","2.5.3.","2.5.3.1.","What were the major impacts on natural (e.g., biological, oceanographic, coastal landscapes, habitat), human (e.g., economic, social, governmental), and coupled systems caused by the shock or shocks mentioned above? If multiple shocks occurred, please describe and be specific about which shocks caused which effects to the fishery or stock(s).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Shocks and system response","2.5.4.","2.5.4.1.","What actions were taken to alleviate such impacts, and who took (or contributed to) these actions? If multiple shocks occurred, please describe and be specific about which actions are associated with which shock.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Shocks and system response","2.5.5.","2.5.5.1.","Subsequently what happened to the natural, human, or coupled system?
A. Full recovery to the pre-shock state
B. Recovering towards the pre-shock state
C. Transformed to a different state but still providing valuable services
D. Transformed to different state but losing a majority of services
E. System still responding, outcome not yet known",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Shocks and system response","2.5.6.","2.5.6.1.","What kind of changes do we observe in the natural, human, or coupled systems if we compare pre-shock state to post-shock state? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Shocks and system response","2.5.7.","2.5.7.1.","Did experiences during this shock lead to changes that will enhance resilience to future shocks? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.1.","2.6.1.1.","What types of climate change projections are available for the system?
A. Global climate models only
B. Downscaled regional projects
C. Other (please specify):","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.2.","2.6.2.1.","What time frame is most relevant to this case study, for which projections are available within your consideration?
A. Projections to 2050
B. Projections to 2100
C. Interdecadal variability
D. Interannual variability
E. Other (please specify):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.3.","2.6.3.1.","What are the key limitations of available climate projections in the context of this case study? Please describe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.4.","2.6.4.1.","Which of the following climate disturbances are projected to alter the future of the fishery and surrounding ecosystem?
A. Ocean warming
B. Ocean acidification
C. Frequency and/or severity of coral bleaching
D. Frequency and/or severity of marine heatwaves
E. Frequency and/or severity of extreme El Nino-Southern Oscillation events
F. Frequency and/or severity of large storm events
G. Ocean cooling
H. Loss of sea ice
I. Sea level rise
J. Increase or decrease in upwelling
K. Changes in ocean current patterns
L. Other (please specify):","a",NA,"c",NA,"e","f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.5.","2.6.5.1.","How is climate change expected to affect physical conditions (e.g. water chemistry, habitat availability or quality, primary productivity) in the system? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.6.","2.6.6.1.","How is climate change expected to affect the species that are the focus of this fishery case (e.g. abundance, distribution, phenology)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.7.","2.6.7.1.","How is climate change expected to affect fishing opportunities and the fishery (e.g. yield, variability, effort)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.8.","2.6.8.1.","How is climate change expected to affect social and economic conditions of individuals and communities (e.g. overall profit, profit distribution, trade mechanisms, societal effects (e.g. markets, migration, labor, consumption), harvest safety, infrastructure, or other livelihood opportunities)? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.9.","2.6.9.1.","Will climate change and fishing interact in ways that could create negative or positive feedback loops for the natural, human, or coupled system? If so, how would these dimensions interact and in what direction? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Golden_Case Study Rubric.xlsx","Madagascar reef fish","Golden","Climate projections","2.6.10.","2.6.10.1.","Are there any perverse incentives created by climate change? Describe briefly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Biogeographic context","2.1.1.","2.1.1.1.","What is the physical context within which the fishery takes place? Check all that apply: 
A. Intertidal (e.g. beach, mangrove)
B. Estuary
C. Coastal/nearshore (e.g. lagoon, fjord, coral reef, archipelago)
D. Shelf
E. Deep sea (e.g. canyon)
F. Other (please specify):",NA,NA,NA,"d",NA,"f",NA,NA,NA,NA,NA,NA,"ABNJ - surface oceanic (top 300m)",NA,NA,NA,"A - adequate and reliable data/information","see ICES fisheries overviews and working group reports",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Biogeographic context","2.1.2.","2.1.2.1.","Which of the following contribute to primary productivity? 
A. Upwelling
B. Fluvial inputs/plumes
C. Sea ice
D. Vegetated habitats (e.g. salt marsh, mangroves, seagrasses, kelp forests)
E. Coral reefs
F. Other (please specify):",NA,"b",NA,NA,NA,"f",NA,NA,NA,NA,NA,NA,"oceanic flow & oceanic flow onto shelf seas",NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Biogeographic context","2.1.3. Species","2.1.3.1.","What is/are the focal species of the fishery? Please describe:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pelagic fish - medium sized - herring, mackerel, blue whiting and horse mackerel",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Biogeographic context","2.1.3. Species","2.1.3.2.","What are the recent population trends (at a time scale relevant to focal species lifespan)?  (For a multispecies fishery, please generally describe types of population trends for groups of species in the ""describe"" column.)
A. Increasing
B. Stable
C. Declining
D. Threatened or vulnerable
E. Insufficient data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"variable- with fluxes in populations - differing with species.",NA,NA,"A - adequate and reliable data/information","see ICES fisheries overviews  North Sea, Celtic Seas, Norwegian Sea https://www.ices.dk/advice/Fisheries-overviews/Pages/fisheries-overviews.aspx",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Biogeographic context","2.1.4. Habitat","2.1.4.1.","What is the key habitat that supports species in this fishery? Please describe:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water colum tope 300m",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Biogeographic context","2.1.4. Habitat","2.1.4.2","What is the general status of the key habitat used by species in this fishery? (select one)
A. Favorable
B. Inadequate to unfavorable
C. Unfavorable
D. Collapsed
E. Data deficient","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","no formal assessment of pelagic ecosystem as yet in NEAFC and EU waters, but thought to be favourable https://qsr2010.ospar.org/en/index.html",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Biogeographic context","2.1.4. Habitat","2.1.4.3.","Trend in key habitats: 
A. Improving
B. Stable
C. Deteriorating
D. Data deficient",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Biogeographic context","2.1.5. Stressors","2.1.5.1.","Is overfishing currently occuring on the stock/stocks in this fishery? (For a multispecies fishery, please describe which stocks (or groups of stocks) are overfished in the ""describe"" column.
A. Yes - substantially
B. Yes - moderately
C. Yes - minimally
D. No
E. Data deficient",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most herring stocks have collapsed and recovered, horse mackerel heading down, mackerel stable, blue whiting very variable",NA,NA,"A - adequate and reliable data/information","https://www.ices.dk/advice/Fisheries-overviews/Pages/fisheries-overviews.aspx",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.1.","Are cultural, traditional, and historic practices observable?
A. Yes, please describe:
B. No","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"great infinity and cultural significance associated in many euroepan countries with herring",NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.2.","How dependent are harvesters on the fishery for food or nutrition compared to their dependence on other food options? Please indicate the general range if there is a high degree of variability among participants.
A. High
B. Moderate
C. Low
D. NA",NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","europe has a wide variety of food soruces and imports seafood from global markets https://www.eea.europa.eu/publications/seafood-in-europe-a-food",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.3.","How dependent are the communities on the fishery for food or nutrition compared to their dependence on other food options? Please indicate the general range if there is a high degree of variability among participants.
A. High
B. Moderate
C. Low
D. NA",NA,NA,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information","https://www.eea.europa.eu/publications/seafood-in-europe-a-food",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.1. Social","2.2.1.4.","Are any groups particularly dependent on this fishery for food or nutrition?
A. Indigenous
B. Women
C. Rural
D. Other (please specify):",NA,NA,NA,"d",NA,NA,NA,NA,NA,NA,NA,NA,"the frozen products of lower quality fish (blue whiing) are sold to Africa",NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.2. Political--governance quality","2.2.2.1.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Government Effectiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.68928125",NA,NA,"A - adequate and reliable data/information","I got lost in these data bases, suggest aggregating UK, NL, DK and DE (KT edit May 20, 2021 - 2019 mean score for the four countries added)",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.2. Political--governance quality","2.2.2.2.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Regulatory Quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6937485",NA,NA,"A - adequate and reliable data/information","I got lost in these data bases, suggest aggregating UK, NL, DK and DE (KT edit May 20, 2021 - 2019 mean score for the four countries added)",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.2. Political--governance quality","2.2.2.3.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Rule of Law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.731652",NA,NA,"A - adequate and reliable data/information","I got lost in these data bases, suggest aggregating UK, NL, DK and DE (KT edit May 20, 2021 - 2019 mean score for the four countries added)",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.2. Political--governance quality","2.2.2.4.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Control of Corruption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.94435275",NA,NA,"A - adequate and reliable data/information","I got lost in these data bases, suggest aggregating UK, NL, DK and DE (KT edit May 20, 2021 - 2019 mean score for the four countries added)",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.2. Political--governance responsiveness","2.2.2.5.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Voice and Accountability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.435754",NA,NA,"A - adequate and reliable data/information","I got lost in these data bases, suggest aggregating UK, NL, DK and DE (KT edit May 20, 2021 - 2019 mean score for the four countries added)",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.2. Political--governance responsiveness","2.2.2.6.","What is the average of the following indicator in the World Bank's Governance Indicators, each scored [-2.5,2.5] ? Political Stability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7420317",NA,NA,"A - adequate and reliable data/information","I got lost in these data bases, suggest aggregating UK, NL, DK and DE (KT edit May 20, 2021 - 2019 mean score for the four countries added)",NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.1.","Which income category does(do) the harvesting country(ies) belong to (see definition by World Bank here)?
A. High
B. Upper-middle
C. Lower-middle
D. Low","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
"Dickey-Collas_EUR_case study template.xlsx","NE Atlantic pelagic","Dickey-Collas","Social, political, and economic conditions and context","2.2.3 Economic","2.2.3.2.","What kind of sectors operate in the fishery?
A. Small operators
B. Large operators
C. Recreational
D. Artisanal
E. Indigenous
F. Other (please specify):",NA,"b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A - adequate and reliable data/information",NA,NA,NA
